水何澹澹山岛竦峙	𛅸𛇮𛉻𛉻𛇏𛇼𛉡𛊝	1
树木丛生百草丰茂	𛋙𛇀𛋳𛇏𛇫𛉤𛆠𛊨	1
秋风萧瑟洪波涌起	𛉩𛋆𛈨𛇴𛉢𛉖𛈍𛆻	1
日月之行若出其中	𛇈𛇃𛆷𛇐𛇁𛈚𛊻𛈌	1
星汉灿烂若出其里	𛉾𛊧𛉱𛋈𛇁𛈚𛆦𛊻	1
幸甚至哉歌以咏志	𛊮𛋐𛊝𛊳𛋰𛆱𛋟𛊝	2
结庐在人境而无车马喧	𛊐𛋗𛇥𛅳𛇝𛇈𛇯𛊌𛇀𛋘	1
问君何能尔心远地自偏	𛋆𛊵𛇮𛈷𛇈𛇹𛋟𛊤𛈤𛇙	1
采菊东篱下忧然见南山	𛇦𛊐𛊚𛊎𛅽𛋍𛋋𛇝𛉺𛇏	2
山气日夕佳飞鸟相与还	𛇏𛇬𛇈𛋮𛉊𛆌𛋒𛉵𛆱𛇐	2
此中有真意欲辨已忘言	𛇠𛈌𛈶𛆭𛆱𛇄𛆦𛆱𛈈𛈔	2
日照香炉生紫烟遥看瀑布挂前川	𛇈𛉓𛉶𛋗𛇏𛆑𛊫𛊺𛆣𛉖𛉖𛉌𛋋𛊯	1
飞流直下三千尺疑是银河落九天	𛆌𛇋𛋔𛅽𛆊𛆉𛅼𛅺𛆹𛆰𛊕𛋝𛆆𛆤	1
君问归期未有期巴山夜雨涨秋池	𛊵𛉟𛈘𛊻𛆨𛈶𛊻𛊰𛇏𛇩𛇯𛈌𛉩𛋣	0
何当共剪西窗烛却话巴山夜雨时	𛇮𛉰𛈌𛊜𛈨𛉱𛅼𛅼𛋶𛊰𛇏𛇩𛇯𛆸	0
相见时难别亦难东风无力百花残	𛉵𛇝𛆸𛈷𛊎𛇁𛈷𛊚𛋆𛇯𛅹𛇫𛈣𛉒	0
春蚕到死丝方尽蜡炬成灰泪始干	𛊌𛋳𛇼𛊅𛊸𛆠𛈯𛉑𛊐𛈒𛆌𛇟𛇴𛇕	0
晓镜但愁云鬓改夜吟应觉月光寒	𛆿𛇆𛉻𛊝𛉍𛇇𛊿𛇩𛆰𛊉𛉫𛇃𛇕𛊨	0
蓬山此去无多路青鸟殷勤为探看	𛊘𛇏𛇠𛇂𛇯𛈁𛋗𛊭𛋒𛆱𛊝𛊄𛋃𛆣	1
无言独上西楼月如钩	𛇯𛈔𛋥𛆈𛈨𛈰𛇃𛇄𛋂	0
寂寞梧桐深院锁清秋	𛋔𛇀𛇯𛆒𛈛𛈇𛈂𛊭𛉩	0
剪不断理还乱是离愁	𛊜𛆳𛋇𛉄𛇐𛋈𛆹𛊎𛊝	0
别是一般滋味在心头	𛊎𛆹𛆼𛈺𛈤𛆨𛇥𛇹𛇊	0
红豆生南国春来发几枝	𛉢𛋛𛇏𛉺𛈅𛊌𛇤𛆐𛆺𛈤	1
愿君多采撷此物最相思	𛋟𛊵𛈁𛇦𛊐𛇠𛇵𛊶𛉵𛊸	2
春眠不觉晓处处闻啼鸟	𛊌𛊬𛆳𛉫𛆿𛈫𛈫𛇷𛊹𛋒	1
夜来风雨声花落知多少	𛇩𛇤𛋆𛇯𛉂𛈣𛋝𛆍𛈁𛆿	1
白日不到处青春恰自来	𛇪𛇈𛆳𛇼𛈫𛊭𛊌𛆞𛈤𛇤	2
苔花如米小也学牡丹开	𛅻𛈣𛇄𛉟𛅿𛇁𛉬𛇀𛈁𛇶	2
敕勒川阴山下	𛆣𛋀𛊯𛆱𛇏𛅽	1
天似穹庐笼盖四野	𛆤𛊝𛊝𛋗𛇧𛇧𛈗𛇩	1
天苍苍野茫茫风吹草低见牛羊	𛆤𛉱𛉱𛇩𛇓𛇓𛋆𛆪𛉤𛅾𛇝𛊞𛈿	1
江南好风景旧曾谙	𛈌𛉺𛆚𛆠𛇆𛆝𛋳𛈕	2
日出江花红胜火春来江水绿如蓝	𛇈𛈚𛈌𛈣𛉢𛋐𛆕𛊌𛇤𛈌𛅸𛆽𛇄𛋂	2
能不忆江南	𛈷𛆳𛆱𛈌𛉺	2
胜日寻芳泗水滨无边光景一时新	𛋐𛇈𛊶𛆠𛈨𛅸𛋆𛇯𛇙𛇕𛇆𛆼𛆸𛊛	2
等闲识得东风面万紫千红总是春	𛉠𛇐𛊗𛋀𛊚𛋆𛋉𛈄𛆑𛆉𛉢𛉋𛆹𛊌	2
秦时明月汉时关万里长征人未还	𛉒𛆸𛇾𛇃𛊧𛆸𛇕𛈄𛉄𛈽𛆭𛅳𛆨𛇐	0
但使龙城飞将在不教胡马度阴山	𛉻𛇴𛉴𛈒𛆌𛈼𛇥𛆳𛆝𛋘𛇀𛋥𛆱𛇏	0
横看成岭侧成峰远近高低各不同	𛊄𛆣𛈒𛉼𛆹𛈒𛆠𛋟𛊝𛋂𛅾𛉦𛆳𛊤	1
不识庐山真面目只缘身在此山中	𛆳𛊗𛋗𛇏𛆭𛋉𛇀𛈤𛆧𛈛𛇥𛇠𛇏𛈌	1
我家洗砚池头树朵朵花开淡墨痕	𛈻𛉊𛅿𛈏𛋣𛇊𛋙𛉸𛉸𛈣𛇶𛋠𛋉𛇐	1
不要人夸好颜色只留清气满乾坤	𛆳𛅺𛅳𛆣𛆚𛈕𛇴𛈤𛇋𛊭𛇬𛋪𛈆𛉋	2
滚滚长江东逝水浪花淘尽英雄	𛈅𛈅𛈽𛈌𛊚𛆓𛅸𛋈𛈣𛇊𛈯𛊣𛈾	0
是非成败转头空	𛆹𛆌𛈒𛇣𛇆𛇊𛉲	0
青山依旧在几度夕阳红	𛊭𛇏𛆱𛆝𛇥𛆺𛋥𛅿𛈿𛉢	0
白发渔樵江渚上惯看秋月春风	𛇪𛆐𛊢𛇭𛈌𛉙𛆈𛇕𛆣𛉩𛇃𛊌𛋆	1
一壶浊酒喜相逢	𛆼𛋘𛈱𛆆𛆻𛉵𛊘	2
古今多少事都付笑谈中	𛇰𛆭𛈁𛆿𛅵𛋗𛆖𛅿𛊤𛈌	1
枯藤老树昏鸦小桥流水人家古道西风瘦马	𛇰𛆒𛇽𛋙𛆙𛆼𛅿𛊻𛇋𛅸𛅳𛉊𛇰𛋛𛈨𛋆𛈗𛇀	0
夕阳西下断肠人在天涯	𛅿𛈿𛈨𛅽𛋇𛊻𛅳𛇥𛆤𛊢	0
大江东去浪淘尽千古风流人物	𛅻𛈌𛊚𛇂𛋈𛇊𛈯𛆉𛇰𛆠𛇋𛅳𛇵	1
故垒西边人道是三国周郎赤壁	𛉘𛆇𛈨𛇙𛅳𛋛𛆹𛆊𛈅𛆝𛊥𛇎𛉎	1
乱石穿空惊涛拍岸卷起千堆雪	𛋈𛊍𛊯𛉲𛋭𛉤𛇲𛈀𛉉𛆻𛆉𛆬𛊗	1
江山如画一时多少豪杰	𛈌𛇏𛇄𛋶𛆼𛆸𛈁𛆿𛇮𛋓	2
遥想公瑾当年小乔初嫁了雄姿英发	𛉖𛊩𛇕𛇝𛉰𛆥𛅿𛊻𛊾𛉌𛅹𛈾𛈤𛊣𛆐	1
羽扇纶巾谈笑间樯橹灰飞烟灭	𛅷𛋌𛇕𛆭𛊤𛅿𛆃𛈽𛆽𛆌𛆌𛊫𛋆	2
故国神游多情应笑我早生华发	𛉘𛈅𛋙𛊢𛈁𛊭𛊉𛅿𛈻𛈖𛇏𛇳𛆐	1
人生如梦一尊还酹江月	𛅳𛇏𛇄𛋪𛆼𛊵𛇐𛇟𛈌𛇃	2
冷冷清清凄凄惨惨	𛉼𛉼𛊭𛊭𛋴𛋴𛉒𛉒	0
乍暖还寒时候最难将息	𛉑𛈾𛇐𛊨𛆸𛋄𛊶𛈷𛈼𛅿	0
三杯两盏淡酒怎敌他晚来风急	𛆊𛇲𛅱𛈖𛋠𛊟𛋩𛋮𛆶𛈈𛇤𛋆𛊐	0
雁过也正伤心却是旧时相识	𛊂𛉘𛇁𛇆𛉶𛇹𛅼𛆹𛆝𛆸𛉵𛊗	0
满地黄花堆积憔悴损如今有谁堪摘	𛋪𛊤𛊨𛈣𛆬𛊈𛆞𛇂𛉝𛇄𛆭𛈶𛉅𛉲𛋓	0
守着窗儿独自怎生得黑	𛆞𛊖𛉱𛇈𛋥𛈤𛋩𛇏𛋀𛋚	0
梧桐更兼细雨到黄昏点点滴滴	𛇯𛆒𛋫𛉿𛅿𛅷𛇼𛊨𛆙𛉸𛉸𛆒𛆒	0
这次怎一个愁字了得	𛋔𛇠𛋩𛅰𛆅𛊝𛈤𛅹𛋀	0
行路难行路难多歧路今安在	𛇐𛋗𛈷𛇐𛋗𛈷𛈁𛆦𛋗𛆭𛊃𛇥	0
长风破浪会有时直挂云帆济沧海	𛈽𛋆𛉖𛋈𛋶𛈶𛆸𛋔𛋫𛉍𛊘𛉒𛉱𛉝	2
海内存知己天涯若比邻	𛉝𛅺𛊶𛆍𛆺𛆤𛊢𛇁𛉎𛇇	2
问渠那得清如许为有源头活水来	𛉟𛇂𛇾𛋀𛊭𛇄𛋱𛊄𛈶𛆧𛇊𛋶𛅸𛇤	2
天生我材必有用千金散尽还复来	𛆤𛇏𛈻𛆏𛉎𛈶𛈍𛆉𛆭𛈗𛈯𛇐𛋷𛇤	2
丈夫志四海万里犹比邻	𛊪𛆔𛊝𛈗𛉝𛈄𛉄𛊢𛉎𛇇	2
大漠孤烟直长河落日圆	𛅻漠𛋰𛊫𛋔𛈽𛊕𛋝𛇈𛆧	1
明日复明日明日何其多	𛇾𛇈𛋷𛇾𛇈𛇾𛇈𛇮𛊻𛈁	0
我生待明日万事成失足	𛈻𛇏𛅻𛇾𛇈𛈄𛅵𛈒𛊼𛇭	0
人生自古谁无死留取丹心照汗青	𛅳𛇏𛈤𛇰𛉅𛇯𛊅𛇋𛉛𛈁𛇹𛉓𛊧𛊭	2
长风破浪会有时直挂云帆济沧海	𛈽𛋆𛉖𛋈𛋶𛈶𛆸𛋔𛉌𛉍𛊘𛉒𛉱𛉝	2
博观而约取厚积而薄发	𛉖𛇕𛇈𛆴𛉛𛊪𛊈𛇈𛉖𛆐	2
老骥伏枥志在千里	𛇽𛉓𛈩𛅹𛊝𛇥𛆉𛉄	2
烈士暮年壮心不已	𛈥𛆹𛇀𛆥𛈉𛇺𛆳𛆱	2
狮子眼鼓鼓摩菜子煮豆腐	𛊸𛆑𛋵𛇰𛇰𛋪𛈠𛆑𛆗𛋛𛆖	1
酒放热些烧肉放烂些煮	𛊟𛈺𛈥𛇠𛊼𛈵𛈺𛋈𛇠𛆗	1
远上寒山石径斜白云生处有人家	𛋟𛆈𛊨𛇏𛊍𛋳𛊝𛇪𛉍𛇏𛈫𛈶𛅳𛉊	2
停车坐爱枫林晚霜叶红于二月花	𛊭𛊌𛇎𛋨𛋆𛇇𛆨𛈊𛆱𛉢𛆱𛅱𛇃𛈣	2
独怜幽草涧边生上有黄鹂深树鸣	𛋥𛇇𛇁𛉤𛋆𛇙𛇏𛆈𛈶𛊨𛅹𛈛𛋙𛇾	2
春潮带雨晚来急野渡无人舟自横	𛊌𛊻𛆒𛇯𛆨𛇤𛊐𛇩𛋥𛇯𛅳𛆝𛈤𛊄	0
春花秋月何时了	𛊌𛈣𛉩𛇃𛇮𛆸𛅹	0
往事知多少	𛉚𛅵𛆍𛈁𛆿	0
小楼昨夜又东风故国不堪回首月明中	𛅿𛈰𛈱𛇩𛇁𛊚𛋆𛉘𛈅𛆳𛉲𛇳𛆞𛇃𛇾𛈌	0
雕栏玉砌应犹在只是朱颜改	𛅾𛋂𛉚𛆻𛊉𛊢𛇥𛆑𛆹𛉙𛈕𛊿	0
问君能有几多愁	𛉟𛊵𛈷𛈶𛆺𛈁𛊝	0
恰似一江春水向东流	𛆞𛊝𛆼𛈌𛊌𛅸𛆈𛊚𛇋	1
天门中断楚江开碧水东流至此回	𛆤𛇷𛈌𛋇𛉤𛈌𛇶𛆽𛅸𛊚𛇋𛊝𛇠𛇳	2
两岸青山相对出孤帆一片日边来	𛆇𛈀𛊭𛇏𛉵𛆬𛈚𛋰𛊘𛆼𛇙𛇈𛇙𛇤	1
京口瓜洲一水间钟山只隔数重山	𛋭𛇉𛉊𛆝𛆼𛅸𛆃𛈌𛇏𛆑𛈅𛉅𛈯𛇏	0
春风又绿江南岸明月何时照我还	𛊌𛋆𛇁𛆽𛈌𛉺𛈀𛇾𛇃𛇮𛆸𛉓𛈻𛇐	0
千山鸟飞绝万径人踪灭	𛆉𛇏𛋒𛆌𛋔𛈄𛊝𛅳𛈌𛋆	0
孤舟蓑笠翁独钓寒江雪	𛋰𛆝𛊾𛇟𛇕𛋥𛅹𛊨𛈌𛊗	0
国破山河在城春草木深	𛈅𛉖𛇏𛊕𛇥𛈒𛊌𛉤𛇀𛈛	0
感时花溅泪恨别鸟惊心	𛊦𛆸𛈣𛇝𛇟𛊲𛊎𛋒𛋭𛇹	0
烽火连三月家书抵万金	𛈮𛆕𛉹𛆊𛇃𛉊𛈬𛋒𛈄𛆭	0
白头搔更短浑欲不胜簪	𛇪𛇊𛊜𛋫𛋇𛆙𛇄𛆳𛋐𛉾	0
沉舟侧畔千帆过病树前头万木春	𛋳𛆝𛆹𛈀𛆉𛊘𛉘𛈐𛋙𛋋𛇊𛈄𛇀𛊌	2
今日听君歌一曲暂凭杯酒长精神	𛆭𛇈𛇜𛊵𛋰𛆼𛆶𛇆𛋆𛇲𛊟𛇗𛋭𛋙	2
好雨知时节当春乃发生	𛆚𛇯𛆍𛆸𛋓𛉰𛊌𛆍𛆐𛇏	2
随风潜入夜润物细无声	𛉅𛋆𛋳𛇄𛇩𛇁𛇵𛅿𛇯𛉂	1
野径云俱黑江船火独明	𛇩𛊝𛉍𛋔𛋚𛈌𛈒𛆕𛋥𛇾	1
晓看红湿处花重锦官城	𛆿𛆣𛉢𛊗𛈫𛈣𛊪𛆻𛇕𛈒	1
朝辞白帝彩云间千里江陵一日还	𛅾𛋳𛇪𛅹𛉝𛉍𛆃𛆉𛉄𛈌𛉹𛅰𛇈𛇐	2
两岸猿声啼不住轻舟已过万重山	𛆇𛈀𛉍𛉂𛊹𛆳𛇭𛊯𛆝𛆱𛉘𛈄𛊪𛇏	2
丙辰中秋欢饮达旦	𛇛𛋙𛈌𛉩𛊧𛋡𛋥𛉄	2
大醉作此篇兼怀子由	𛅻𛆍𛈱𛇠𛈐𛉿𛈝𛆑𛊢	1
明月几时有把酒问青天	𛇾𛇃𛆺𛆸𛈶𛉎𛊟𛉟𛊭𛆤	1
不知天上宫阙今夕是何年	𛆳𛆍𛆤𛆈𛈌𛉛𛆭𛅿𛆹𛇮𛆥	1
我欲乘风归去又恐琼楼玉宇高处不胜寒	𛈻𛇄𛋙𛋆𛈘𛇂𛇁𛊩𛊝𛈰𛉚𛅷𛋂𛈫𛆳𛋐𛊨	1
起舞弄清影何似在人间	𛆻𛅷𛊚𛊭𛈇𛇮𛊝𛇥𛅳𛆃	2
转朱阁低绮户照无眠	𛋺𛉙𛉦𛆒𛆱𛆖𛉓𛇯𛊬	0
不应有恨何事长向别时圆	𛆳𛆱𛈶𛊲𛇮𛆹𛈽𛆈𛊎𛆸𛆧	0
人有悲欢离合月有阴晴圆缺此事古难全	𛅳𛈶𛊰𛊧𛊎𛈩𛇃𛈶𛆱𛊭𛆧𛉛𛇠𛆹𛇰𛈷𛈆	1
但愿人长久千里共婵娟	𛉻𛋟𛅳𛈽𛆆𛆉𛉄𛈌𛊥𛊵	2
蒹葭苍苍白露为霜	𛉿𛉊𛉱𛉱𛇪𛋗𛊄𛈊	1
所谓伊人在水一方	𛈂𛆨𛆱𛅳𛇥𛅸𛆼𛆠	2
